Query	Taxid	Tax name	Authority	Rank	Basionym	Basionym authority	Curator common name	Has type material	Group name	Superkingdom name	Superkingdom taxid	Kingdom name	Kingdom taxid	Phylum name	Phylum taxid	Class name	Class taxid	Order name	Order taxid	Family name	Family taxid	Genus name	Genus taxid	Species name	Species taxid
Metopolophium dirhodum	44670	Metopolophium dirhodum	(Walker, 1849)	SPECIES			rose-grain aphid	no	aphids	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hemiptera	7524	Aphididae	27482	Metopolophium	44669	Metopolophium dirhodum	44670
Pseudophryne corroboree	495146	Pseudophryne corroboree	Moore, 1953	SPECIES			corroboree frog	no	frogs & toads	Eukaryota	2759	Metazoa	33208	Chordata	7711	Amphibia	8292	Anura	8342	Myobatrachidae	8365	Pseudophryne	30348	Pseudophryne corroboree	495146
Erpetoichthys calabaricus	27687	Erpetoichthys calabaricus	Smith, 1865	SPECIES			reedfish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Cladistia	1338366	Polypteriformes	8288	Polypteridae	8289	Erpetoichthys	27686	Erpetoichthys calabaricus	27687
Lacerta agilis	80427	Lacerta agilis	Linnaeus, 1758	SPECIES				no	lizards & snakes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Lepidosauria	8504	Squamata	8509	Lacertidae	8522	Lacerta	8523	Lacerta agilis	80427
Cydia splendana	1100963	Cydia splendana	(Hubner, 1799)	SPECIES	Tortrix splendana	Hübner, 1796		no	moths	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Tortricidae	7139	Cydia	82599	Cydia splendana	1100963
Drosophila teissieri	7243	Drosophila teissieri	Tsacas, 1971	SPECIES				no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Drosophilidae	7214	Drosophila	7215	Drosophila teissieri	7243
Cottoperca gobio	56716	Cottoperca gobio	(Gunther, 1861)	SPECIES	Aphritis gobio	Gunther, 1861		no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Perciformes	8111	Bovichtidae	36203	Cottoperca	56715	Cottoperca gobio	56716
Stegostoma tigrinum	3053191	Stegostoma tigrinum	(Forster, 1781)	SPECIES	Squalus tigrinus	Forster, 1781		no	sharks & rays	Eukaryota	2759	Metazoa	33208	Chordata	7711	Chondrichthyes	7777	Orectolobiformes	30503	Stegostomatidae	378069	Stegostoma	378070	Stegostoma tigrinum	3053191
Arvicola amphibius	1047088	Arvicola amphibius	(Linnaeus, 1758)	SPECIES	Mus amphibius	Linnaeus, 1758	Eurasian water vole	no	rodents	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Rodentia	9989	Cricetidae	337677	Arvicola	10049	Arvicola amphibius	1047088
Xyrauchen texanus	154827	Xyrauchen texanus		SPECIES	Catostomus texanus	Abbott, 1860	razorback sucker	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cypriniformes	7952	Catostomidae	7968	Xyrauchen	154826	Xyrauchen texanus	154827
Parambassis ranga	210632	Parambassis ranga	(Hamilton, 1822)	SPECIES	Chanda ranga	Hamilton, 1822	Indian glassy fish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623			Ambassidae	205120	Parambassis	210631	Parambassis ranga	210632
Suncus etruscus	109475	Suncus etruscus		SPECIES	Sorex etruscus	Savi, 1822	white-toothed pygmy shrew	no	insectivores	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Eulipotyphla	9362	Soricidae	9376	Suncus	9377	Suncus etruscus	109475
Neodiprion pinetum	441929	Neodiprion pinetum	(Norton, 1869)	SPECIES	Lophyrus pinetum		white pine sawfly	no	hymenopterans	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Diprionidae	52632	Neodiprion	270857	Neodiprion pinetum	441929
Hippoglossus stenolepis	195615	Hippoglossus stenolepis	Schmidt, 1904	SPECIES			Pacific halibut	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Pleuronectiformes	8252	Pleuronectidae	8256	Hippoglossus	8266	Hippoglossus stenolepis	195615
Acomys russatus	60746	Acomys russatus		SPECIES	Mus russatus	Peters, 1852	golden spiny mouse	no	rodents	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Rodentia	9989	Muridae	10066	Acomys	10067	Acomys russatus	60746
Hypanus sabinus	79690	Hypanus sabinus	(Lesueur, 1824)	SPECIES	Trygon sabina	Lesueur, 1824	Atlantic stingray	no	sharks & rays	Eukaryota	2759	Metazoa	33208	Chordata	7711	Chondrichthyes	7777	Myliobatiformes	117851	Dasyatidae	30469	Hypanus	2055258	Hypanus sabinus	79690
Hyla sarda	327740	Hyla sarda	(Betta, 1853)	SPECIES	Dendrohyas sarda	De Betta, 1853		no	frogs & toads	Eukaryota	2759	Metazoa	33208	Chordata	7711	Amphibia	8292	Anura	8342	Hylidae	8418	Hyla	8421	Hyla sarda	327740
Bombina bombina	8345	Bombina bombina		SPECIES	Rana bombina	Linnaeus, 1761	fire-bellied toad	no	frogs & toads	Eukaryota	2759	Metazoa	33208	Chordata	7711	Amphibia	8292	Anura	8342	Bombinatoridae	30312	Bombina	8344	Bombina bombina	8345
Microcaecilia unicolor	1415580	Microcaecilia unicolor	(Dumeril, 1863)	SPECIES	Rhinatrema unicolor	Duméril, 1863		no	caecilians	Eukaryota	2759	Metazoa	33208	Chordata	7711	Amphibia	8292	Gymnophiona	8445	Siphonopidae	1277737	Microcaecilia	264009	Microcaecilia unicolor	1415580
Daphnia carinata	120202	Daphnia carinata	King, 1852	SPECIES				no	crustaceans	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Branchiopoda	6658	Diplostraca	84337	Daphniidae	77658	Daphnia	6668	Daphnia carinata	120202
Culicoides brevitarsis	469753	Culicoides brevitarsis	Kieffer, 1917	SPECIES				no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Ceratopogonidae	41819	Culicoides	41820	Culicoides brevitarsis	469753
Lagenorhynchus albirostris	27610	Lagenorhynchus albirostris	Gray, 1846	SPECIES			white-beaked dolphin	no	whales & dolphins	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Delphinidae	9726	Lagenorhynchus	27609	Lagenorhynchus albirostris	27610
Rhinatrema bivittatum	194408	Rhinatrema bivittatum	(Guerin-Meneville, 1838)	SPECIES	Coecilia bivitatum	Cuvier, 1829	two-lined caecilian	no	caecilians	Eukaryota	2759	Metazoa	33208	Chordata	7711	Amphibia	8292	Gymnophiona	8445	Rhinatrematidae	30380	Rhinatrema	194407	Rhinatrema bivittatum	194408
Bombus affinis	309941	Bombus affinis		SPECIES				no	bees	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Apidae	7458	Bombus	28641	Bombus affinis	309941
Denticeps clupeoides	299321	Denticeps clupeoides	Clausen, 1959	SPECIES			denticle herring	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Clupeiformes	32446	Denticipitidae	299319	Denticeps	299320	Denticeps clupeoides	299321
Labrus mixtus	508554	Labrus mixtus	Linnaeus, 1758	SPECIES			cuckoo wrasse	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Labriformes	1489928	Labridae	8247	Labrus	30799	Labrus mixtus	508554
Salarias fasciatus	181472	Salarias fasciatus	(Bloch, 1786)	SPECIES	Blennius fasciatus	Bloch, 1786	jewelled blenny	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Blenniiformes	1489921	Blenniidae	56718	Salarias	94311	Salarias fasciatus	181472
Sphaeramia orbicularis	375764	Sphaeramia orbicularis	(Cuvier, 1828)	SPECIES	Apogon orbicularis	Cuvier, 1828	orbiculate cardinalfish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Kurtiformes	1489876	Apogonidae	83881	Sphaeramia	375763	Sphaeramia orbicularis	375764
Thalassophryne amazonica	390379	Thalassophryne amazonica	Steindachner, 1876	SPECIES				no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Batrachoidiformes	8064	Batrachoididae	8065	Thalassophryne	289381	Thalassophryne amazonica	390379
Archocentrus centrarchus	63155	Archocentrus centrarchus	(Gill, 1877)	SPECIES			flier cichlid	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cichliformes	1489911	Cichlidae	8113	Archocentrus	61816	Archocentrus centrarchus	63155
Entelurus aequoreus	161455	Entelurus aequoreus		SPECIES	Syngnathus aequoreus	Linnaeus, 1758	snake pipefish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Syngnathiformes	129912	Syngnathidae	72045	Entelurus	161454	Entelurus aequoreus	161455
Gouania willdenowi	441366	Gouania willdenowi	(Risso, 1810)	SPECIES	Lepadogaster willdenowi	Risso, 1810	blunt-snouted clingfish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Blenniiformes	1489921	Gobiesocidae	63826	Gouania	210581	Gouania willdenowi	441366
Danio aesculapii	1142201	Danio aesculapii	Kullander & Fang, 2009	SPECIES				no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cypriniformes	7952	Danionidae	2743709	Danio	7954	Danio aesculapii	1142201
Pleuronectes platessa	8262	Pleuronectes platessa	Linnaeus, 1758	SPECIES			European plaice	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Pleuronectiformes	8252	Pleuronectidae	8256	Pleuronectes	8261	Pleuronectes platessa	8262
Amblyraja radiata	386614	Amblyraja radiata	(Donovan, 1808)	SPECIES	Raja radiata	Donovan, 1808	thorny skate	no	sharks & rays	Eukaryota	2759	Metazoa	33208	Chordata	7711	Chondrichthyes	7777	Rajiformes	7858	Rajidae	30475	Amblyraja	117853	Amblyraja radiata	386614
Peromyscus eremicus	42410	Peromyscus eremicus		SPECIES	Hesperomys eremicus	Baird, 1858	cactus mouse	no	rodents	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Rodentia	9989	Cricetidae	337677	Peromyscus	10040	Peromyscus eremicus	42410
Drosophila busckii	30019	Drosophila busckii	Coquillett, 1901	SPECIES				no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Drosophilidae	7214	Drosophila	7215	Drosophila busckii	30019
Bactrocera neohumeralis	98809	Bactrocera neohumeralis	(Hardy, 1951)	SPECIES	Dacus tryoni var. neohumeralis	Hardy, 1951		no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Tephritidae	7211	Bactrocera	27456	Bactrocera neohumeralis	98809
Bombus pyrosoma	396416	Bombus pyrosoma	Morawitz, 1890	SPECIES				no	bees	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Apidae	7458	Bombus	28641	Bombus pyrosoma	396416
Cotesia glomerata	32391	Cotesia glomerata	(Linnaeus, 1758)	SPECIES	Ichneumon glomeratus	Linnaeus, 1758		no	wasps, ants & bees	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Braconidae	7402	Cotesia	32390	Cotesia glomerata	32391
Pseudochaenichthys georgianus	52239	Pseudochaenichthys georgianus	Norman, 1937	SPECIES			South Georgia icefish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Perciformes	8111	Channichthyidae	30806	Pseudochaenichthys	52238	Pseudochaenichthys georgianus	52239
Uranotaenia lowii	190385	Uranotaenia lowii	Theobald, 1901	SPECIES				no	mosquitos	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Culicidae	7157	Uranotaenia	139055	Uranotaenia lowii	190385
Octopus sinensis	2607531	Octopus sinensis	Orbigny, 1834	SPECIES			East Asian common octopus	no	cephalopods	Eukaryota	2759	Metazoa	33208	Mollusca	6447	Cephalopoda	6605	Octopoda	6638	Octopodidae	6647	Octopus	6643	Octopus sinensis	2607531
Osmerus eperlanus	29151	Osmerus eperlanus	(Linnaeus, 1758)	SPECIES	Salmo eperlanus	Linnaeus, 1758	European smelt	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Osmeriformes	41711	Osmeridae	8012	Osmerus	8013	Osmerus eperlanus	29151
Triplophysa rosa	992332	Triplophysa rosa	Chen & Yang, 2005	SPECIES				no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cypriniformes	7952	Nemacheilidae	278171	Triplophysa	341122	Triplophysa rosa	992332
Anopheles cruzii	68878	Anopheles cruzii	Dyar & Knab, 1908	SPECIES			mosquito	no	mosquitos	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Culicidae	7157	Anopheles	7164	Anopheles cruzii	68878
Anopheles bellator	139047	Anopheles bellator	Dyar & Knab, 1906	SPECIES				no	mosquitos	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Culicidae	7157	Anopheles	7164	Anopheles bellator	139047
Neomonachus schauinslandi	29088	Neomonachus schauinslandi		SPECIES	Monachus schauinslandi	Matschie, 1905	Hawaiian monk seal	no	carnivores	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Carnivora	33554	Phocidae	9709	Neomonachus	1907176	Neomonachus schauinslandi	29088
Panthera uncia	29064	Panthera uncia		SPECIES			snow leopard	no	carnivores	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Carnivora	33554	Felidae	9681	Panthera	9688	Panthera uncia	29064
Oxyura jamaicensis	8884	Oxyura jamaicensis		SPECIES	Anas jamaicensis	Gmelin, 1789	ruddy duck	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Anseriformes	8826	Anatidae	8830	Oxyura	8883	Oxyura jamaicensis	8884
Hylaeus volcanicus	313075	Hylaeus volcanicus	(Perkins, 1899)	SPECIES				no	bees	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Colletidae	156309	Hylaeus	232804	Hylaeus volcanicus	313075
Piliocolobus tephrosceles	591936	Piliocolobus tephrosceles		SPECIES	Colobus tephrosceles	Elliot, 1907	Ugandan red Colobus	no	primates	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Primates	9443	Cercopithecidae	9527	Piliocolobus	591932	Piliocolobus tephrosceles	591936
Sceloporus undulatus	8520	Sceloporus undulatus		SPECIES	Stellio undulatus	Bosc & Daudin 1801	fence lizard	no	lizards & snakes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Lepidosauria	8504	Squamata	8509	Phrynosomatidae	2024743	Sceloporus	8518	Sceloporus undulatus	8520
Etheostoma cragini	417921	Etheostoma cragini	Gilbert, 1885	SPECIES			Arkansas darter	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Perciformes	8111	Percidae	8165	Etheostoma	54318	Etheostoma cragini	417921
Zerene cesonia	33412	Zerene cesonia		SPECIES	Papilio cesonia	Stoll, 1790	dogface butterfly	no	butterflies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Pieridae	7114	Zerene	33411	Zerene cesonia	33412
Mus caroli	10089	Mus caroli	Bonhote, 1902	SPECIES			Ryukyu mouse	no	rodents	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Rodentia	9989	Muridae	10066	Mus	10088	Mus caroli	10089
Mastomys coucha	35658	Mastomys coucha		SPECIES			southern multimammate mouse	no	rodents	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Rodentia	9989	Muridae	10066	Mastomys	30639	Mastomys coucha	35658
Mus pahari	10093	Mus pahari	Thomas, 1916	SPECIES			shrew mouse	no	rodents	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Rodentia	9989	Muridae	10066	Mus	10088	Mus pahari	10093
Etheostoma spectabile	54343	Etheostoma spectabile	(Agassiz, 1854)	SPECIES	Poecilichthys spectabilis	Agassiz, 1854	orangethroat darter	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Perciformes	8111	Percidae	8165	Etheostoma	54318	Etheostoma spectabile	54343
Belonocnema kinseyi	2817044	Belonocnema kinseyi	Weld, 1921	SPECIES				no	wasps, ants & bees	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Cynipidae	73401	Belonocnema	1159320	Belonocnema kinseyi	2817044
Schistocerca nitens	7011	Schistocerca nitens	(Thunberg, 1815)	SPECIES			vagrant locust	no	grasshoppers	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Orthoptera	6993	Acrididae	7002	Schistocerca	7008	Schistocerca nitens	7011
Schistocerca cancellata	274614	Schistocerca cancellata		SPECIES	Acridium cancellatum	Serville, 1838	South American locust	no	grasshoppers	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Orthoptera	6993	Acrididae	7002	Schistocerca	7008	Schistocerca cancellata	274614
Corythoichthys intestinalis	161448	Corythoichthys intestinalis		SPECIES	Syngnatus intestinalis	Ramsay, 1881	scribbled pipefish	yes	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Syngnathiformes	129912	Syngnathidae	72045	Corythoichthys	161447	Corythoichthys intestinalis	161448
Schistocerca serialis cubense	2023355	Schistocerca serialis cubense	(Saussure, 1861)	SUBSPECIES				no	grasshoppers	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Orthoptera	6993	Acrididae	7002	Schistocerca	7008	Schistocerca serialis	2023354
Pelmatolapia mariae	158779	Pelmatolapia mariae	(Boulenger, 1899)	SPECIES	Tilapia mariae	Boulenger, 1899	spotted tilapia	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cichliformes	1489911	Cichlidae	8113	Pelmatolapia	1315719	Pelmatolapia mariae	158779
Schistocerca piceifrons	274613	Schistocerca piceifrons		SPECIES			Central American locust	no	grasshoppers	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Orthoptera	6993	Acrididae	7002	Schistocerca	7008	Schistocerca piceifrons	274613
Hippocampus zosterae	109293	Hippocampus zosterae	Jordan & Gilbert, 1882	SPECIES			dwarf seahorse	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Syngnathiformes	129912	Syngnathidae	72045	Hippocampus	72046	Hippocampus zosterae	109293
Syngnathoides biaculeatus	300417	Syngnathoides biaculeatus	(Bloch, 1785)	SPECIES	Syngnathus biaculeatus	Bloch, 1785	alligator pipefish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Syngnathiformes	129912	Syngnathidae	72045	Syngnathoides	300416	Syngnathoides biaculeatus	300417
Diprion similis	362088	Diprion similis	(Hartig)	SPECIES				no	hymenopterans	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Diprionidae	52632	Diprion	52633	Diprion similis	362088
Neodiprion fabricii	2872261	Neodiprion fabricii	(Leach, 1817)	SPECIES	Lophyrus Fabricii			no	hymenopterans	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Diprionidae	52632	Neodiprion	270857	Neodiprion fabricii	2872261
Neodiprion virginianus	2961670	Neodiprion virginianus	Rohwer, 1918	SPECIES				no	hymenopterans	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Diprionidae	52632	Neodiprion	270857	Neodiprion virginianus	2961670
Sphaerodactylus townsendi	933632	Sphaerodactylus townsendi	Grant, 1931	SPECIES				yes	lizards & snakes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Lepidosauria	8504	Squamata	8509	Sphaerodactylidae	1329929	Sphaerodactylus	53271	Sphaerodactylus townsendi	933632
Malaya genurostris	325434	Malaya genurostris	Leicester, 1908	SPECIES				no	mosquitos	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Culicidae	7157	Malaya	149618	Malaya genurostris	325434
Gordionus sp. m RMFG-2023	3053472	Gordionus sp. m RMFG-2023		SPECIES				no	horsehair worms	Eukaryota	2759	Metazoa	33208	Nematomorpha	33310	Gordioida	42813	Chordodea	190558	Parachordodidae	190560	Gordionus	190561	Gordionus sp. m RMFG-2023	3053472
Nerophis ophidion	159077	Nerophis ophidion	(Linnaeus, 1758)	SPECIES	Syngnathus ophidion	Linnaeus, 1758	straightnose pipefish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Syngnathiformes	129912	Syngnathidae	72045	Nerophis	159076	Nerophis ophidion	159077
Pseudoliparis swirei	2059687	Pseudoliparis swirei	Gerringer & Linley, 2017	SPECIES				no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Perciformes	8111	Liparidae	183715	Pseudoliparis	2059683	Pseudoliparis swirei	2059687
Toxorhynchites rutilus septentrionalis	329112	Toxorhynchites rutilus septentrionalis	(Dyar & Knab, 1906)	SUBSPECIES	Megarhinus septentrionalis			no	mosquitos	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Culicidae	7157	Toxorhynchites	46207	Toxorhynchites rutilus	53553
Drosophila innubila	198719	Drosophila innubila	Spencer, 1943	SPECIES				no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Drosophilidae	7214	Drosophila	7215	Drosophila innubila	198719
Topomyia yanbarensis	2498891	Topomyia yanbarensis	Miyagi, 1976	SPECIES				no	mosquitos	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Culicidae	7157	Topomyia	1245394	Topomyia yanbarensis	2498891
Liolophura japonica	13599	Liolophura japonica	(Lischke, 1873)	SPECIES	Chiton japonicus	Lischke, 1873		no	chitons	Eukaryota	2759	Metazoa	33208	Mollusca	6447	Polyplacophora	6650	Chitonida	6652	Chitonidae	39684	Liolophura	13598	Liolophura japonica	13599
Gigantopelta aegis	1735272	Gigantopelta aegis	Chen, Linse, Roterman, Copley & Rogers, 2015	SPECIES				no	gastropods	Eukaryota	2759	Metazoa	33208	Mollusca	6447	Gastropoda	6448	Neomphalida	3120499	Peltospiridae	55007	Gigantopelta	1735270	Gigantopelta aegis	1735272
Vespula pensylvanica	30213	Vespula pensylvanica		SPECIES			western yellowjacket	no	wasps, ants & bees	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Vespidae	7438	Vespula	7451	Vespula pensylvanica	30213
Gracilinanus agilis	191870	Gracilinanus agilis		SPECIES	Didelphys agilis	Burmeister, 1854	Agile Gracile Mouse Opossum	no	marsupials	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Didelphimorphia	38605	Didelphidae	9265	Gracilinanus	126288	Gracilinanus agilis	191870
Salvelinus sp. IW2-2015	2691554	Salvelinus sp. IW2-2015		SPECIES				no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Salmoniformes	8006	Salmonidae	8015	Salvelinus	8033	Salvelinus sp. IW2-2015	2691554
Homo sapiens	9606	Homo sapiens	Linnaeus, 1758	SPECIES			human	no	primates	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Primates	9443	Hominidae	9604	Homo	9605	Homo sapiens	9606
Gallus gallus	9031	Gallus gallus		SPECIES	Phasianus gallus	Linnaeus, 1758	chicken	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Galliformes	8976	Phasianidae	9005	Gallus	9030	Gallus gallus	9031
Canis lupus familiaris	9615	Canis lupus familiaris	Linnaeus, 1758	SUBSPECIES			dog	no	carnivores	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Carnivora	33554	Canidae	9608	Canis	9611	Canis lupus	9612
Canis lupus familiaris	9615	Canis lupus familiaris	Linnaeus, 1758	SUBSPECIES			dog	no	carnivores	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Carnivora	33554	Canidae	9608	Canis	9611	Canis lupus	9612
Cricetulus griseus	10029	Cricetulus griseus	Milne-Edwards, 1867	SPECIES			Chinese hamster	no	rodents	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Rodentia	9989	Cricetidae	337677	Cricetulus	10028	Cricetulus griseus	10029
